haircut,sharpe,total_return,max_drawdown
1.0,3.7503661753109525,0.13613651946584282,-0.028675010205797546
0.75,2.0416594014804583,0.06400339370330688,-0.03354052572726207
0.5,-0.12718532512675948,-0.0035596303690943465,-0.03847369584975646
0.25,-2.731665647075739,-0.06684148831434622,-0.06724245428526499
