engine,sl,ee,tp,is_sr,oos_sr,is_dd,oos_dd,is_calmar,oos_calmar,is_ret,oos_ret
close_only,0.03,0.005,0.03,3.225863315469025,2.884737420917405,0.0497214054683338,0.0405864866029603,8.519609573455762,8.692215319810753,4.00478963681296,0.7527156820802405
close_only,0.03,0.005,0.05,3.2477172755584096,2.90181739417359,0.0497214054683336,0.0404352158891805,8.586672057865911,8.800879624027605,4.058461727091342,0.7601314949197977
close_only,0.03,0.005,0.08,3.256765407743857,2.9198512641208816,0.0497214054683338,0.0407380588111491,8.620980099714187,8.779898816699184,4.086092632721316,0.7644990342303752
close_only,0.03,0.005,0.12,3.266356608483332,2.928862354279396,0.0497438900312436,0.0404352158891805,8.649085728726847,8.895246247325066,4.1119844092684215,0.7693418299131594
close_only,0.05,0.005,0.0,3.2760529461324728,2.9448214332699005,0.0494197104878413,0.0404352158891805,8.73594039322711,8.954976910858448,4.13628665879973,0.7751831033207435
close_only,0.05,0.005,0.01,3.177300452014328,2.834494199067555,0.0497214054683337,0.0407379433017877,8.357965100954395,8.49434295033785,3.8772471660816255,0.7365221001898083
close_only,0.05,0.005,0.02,3.2098248378633345,2.8685847413839656,0.0497214054683336,0.0405923714171213,8.467177908887884,8.649506999706869,3.963137554847633,0.7486694959512186
close_only,0.05,0.005,0.03,3.232130251922707,2.8909214084565,0.0497214054683336,0.0405864866029603,8.541470534026132,8.718228748415214,4.022236525559109,0.7552569579864219
close_only,0.05,0.005,0.05,3.253037777573816,2.9098517060579563,0.0497214054683337,0.0404352158891805,8.608806488346696,8.831736976951419,4.076274834776837,0.7631407811656448
close_only,0.05,0.005,0.08,3.260735680651727,2.9295870656009053,0.0497214054683337,0.0405861192393104,8.636133545541126,8.84702295504969,4.098334316964566,0.7678561618272639
close_only,0.05,0.005,0.12,3.2693516268426577,2.9335502927774613,0.0497438900312436,0.0404352158891805,8.66025835147039,8.91102260764511,4.1210479015452215,0.7708837925861223
close_only,0.07,0.005,0.0,3.2760529461324728,2.944871982994809,0.0494197104878413,0.0404352158891805,8.73594039322711,8.957753114134182,4.13628665879973,0.7754548141716446
close_only,0.07,0.005,0.01,3.1821592822142697,2.835680738351102,0.0497214054683336,0.0407379433017877,8.374629083309125,8.500919312239581,3.890276960743165,0.7371640319207846
close_only,0.07,0.005,0.02,3.214030073290276,2.86863835921618,0.0497214054683336,0.0405923714171213,8.482237134226615,8.6517508048077,3.975072901336493,0.7488884265012612
close_only,0.07,0.005,0.03,3.234458593088478,2.8900189393254934,0.0497214054683337,0.0405864866029603,8.54945132538042,8.714911952373008,4.028617686754062,0.7549328425902673
close_only,0.07,0.005,0.05,3.2555860823232754,2.9098517060579563,0.0497214054683337,0.0404352158891805,8.616723610991023,8.831736976951419,4.082658167483864,0.7631407811656448
close_only,0.07,0.005,0.08,3.261876197419629,2.927406774972797,0.0497214054683337,0.0405861192393104,8.64067224571672,8.843287528266721,4.10200537059089,0.7674899363294065
close_only,0.07,0.005,0.12,3.271221762518666,2.933603354969053,0.0497438900312436,0.0404352158891805,8.66645301918688,8.913795188452655,4.126078563744359,0.7711548453813095
close_only,0.1,0.005,0.0,3.2760529461324728,2.944871982994809,0.0494197104878413,0.0404352158891805,8.73594039322711,8.957753114134182,4.13628665879973,0.7754548141716446
close_only,0.1,0.005,0.01,3.185556558296988,2.846895853784669,0.0497214054683337,0.0407379433017877,8.38611866249603,8.544688996926167,3.8992766352842265,0.7414392672127565
close_only,0.1,0.005,0.02,3.2163876966019096,2.8743347887119217,0.0497214054683336,0.0405923714171213,8.490303975713708,8.678746929676144,3.981475570409617,0.7515234599400815
close_only,0.1,0.005,0.03,3.236931130864169,2.8971121437196667,0.0497214054683338,0.0405864866029603,8.557549613766154,8.742151187660383,4.035099262723232,0.757595463083691
close_only,0.1,0.005,0.05,3.2567669113031386,2.914572556014136,0.0497214054683337,0.0404352158891805,8.621627843151634,8.84546380485747,4.086615441158461,0.7644802181981261
close_only,0.1,0.005,0.08,3.262670068404195,2.9308675960986594,0.0497214054683337,0.0405861192393104,8.643566308999649,8.856846140609017,4.104347263696896,0.7688194052612705
close_only,0.1,0.005,0.12,3.2719049082623632,2.9353682949353224,0.0497438900312436,0.0404352158891805,8.66933664399574,8.920611484404072,4.128421658213647,0.7718213008885635
close_only,0.0,0.01,0.0,3.0396796061003104,3.166555570522725,0.0494716188090206,0.040427433041886,7.83390961976008,9.840197722826945,3.452407477490733,0.8626027950695463
close_only,0.0,0.01,0.01,2.812747053302593,2.9038533611491077,0.049773313789513,0.0410338070597856,7.0800826241683,8.725127959486363,2.9607360279821093,0.7653419252626297
close_only,0.0,0.01,0.02,2.8964247187330057,2.981837385905393,0.049773313789513,0.0408887661672378,7.338037461285605,9.04548614812798,3.135103770295359,0.794016670316462
close_only,0.0,0.01,0.03,2.945136984900223,3.0340801762932377,0.049773313789513,0.0407306206018992,7.485602039074345,9.254600086204732,3.2375116882293344,0.8112913513927524
close_only,0.0,0.01,0.05,2.985366180165768,3.0892700431192783,0.049773313789513,0.0405793726137246,7.614592968143192,9.508733042883431,3.3286418760372847,0.8331254131127019
close_only,0.0,0.01,0.08,3.011902569178164,3.12856431025914,0.049773313789513,0.0408829071783396,7.698530673707049,9.575140360652853,3.388759370486187,0.8469085335251265
close_only,0.0,0.01,0.12,3.0208677510545505,3.1522197010418123,0.0497957983524231,0.0404274330418859,7.728422094178396,9.779388172238075,3.4128488815984293,0.8565237318322534
close_only,0.005,0.01,0.0,3.0969635031389253,3.2163291387896256,0.0494716188090207,0.0404352158891806,8.0100134146484,10.028436395764608,3.5813038273114817,0.8816729831277659
close_only,0.005,0.01,0.01,2.9194014580410133,2.992148462655753,0.0497733137895131,0.0410415886760399,7.404718788797571,9.04854263419187,3.181137595805496,0.797685636058882
close_only,0.005,0.01,0.02,2.979581677172108,3.0617689378909527,0.0497733137895131,0.0408965465047231,7.591527554595207,9.343221968919051,3.3122352203198027,0.8239170523433894
close_only,0.005,0.01,0.03,3.02005037338434,3.1052597006985865,0.0497733137895131,0.0407384022222657,7.717351361737958,9.526622831459989,3.402328051742943,0.8386341978457938
close_only,0.005,0.01,0.05,3.0537030391512783,3.1554618433503423,0.0497733137895131,0.0405871554610192,7.822981506929493,9.755499715583754,3.479090488694492,0.8579878356712558
close_only,0.005,0.01,0.08,3.073422340935353,3.181611591991595,0.049773313789513,0.0408906875633532,7.887542411801108,9.772894929309338,3.5265194184609534,0.8670756484726887
